NUMERO|DESCRIPCION|TIPOPARTE|ALMACEN|EXISTENCIA|COSTOUNITARIO|COSTO|PRECIO|ULTIMACOMPRA|ULTIMAVENTA|FECHAALTA|CLASIFICACION
21430D999C          |TAPON RADIADOR                |REFACCI                       |VILLAHERM      |2|259.40|518.80|482.76|30/08/24|22/08/24|03/01/16|Rapido    |
465035JJ1B          |PEDAL EMBRAGUE                |REFACCI                       |VILLAHERM      |1|1015.62|1015.62|1517.24|02/09/24|31/07/24|03/03/17|Medio     |
21200ET01A          |TERMOSTATO                    |REFACCI                       |VILLAHERM      |1|449.56|449.56|745.69|21/10/24|17/10/24|03/09/06|Rapido    |
01125N2011          |TORNILLO                      |REFACCI                       |VILLAHERM      |11|28.21|310.31|74.31|08/01/20|21/02/23|03/09/08|Obsoleto  |
T99D35EE0A          |Deflector de ve               |ACCESOR                       |VILLAHERM      |1|3740.46|3740.46|5336.21|23/10/24|11/10/24|03/04/19|Rapido    |
3834200QAG          |SELLO DIFERENCI               |REFACCI                       |VILLAHERM      |3|378.80|1136.40|685.34|26/07/24|22/07/24|03/07/10|Rapido    |
1734201A00          |ARILLO O RING                 |REFACCI                       |VILLAHERM      |1|360.48|360.48|672.41|28/06/24|03/07/24|03/06/86|Lento     |
308501HM4A          |TUBO DE CLUTCH                |REFACCI                       |VILLAHERM      |4|485.63|1942.52|900.86|24/10/24|31/08/24|03/10/12|Rapido    |
H0564ZN50A          |LLAVE MAESTRA                 |REFACCI                       |VILLAHERM      |2|142.03|284.06|267.24|27/09/24|03/10/24|03/09/09|Rapido    |
622A05RB0H          |CUBRTA SOPOR/DE               |REFACCI                       |VILLAHERM      |1|17.26|17.26|33.62|23/10/24|26/09/24|03/09/15|Medio     |
11955JA00C          |TENSOR AUTOMATI               |REFACCI                       |VILLAHERM      |1|1347.29|1347.29|2435.34|21/10/24|10/10/24|03/12/08|Medio     |
D40604CU2A          |KIT BALAT FREN/               |REFACCI                       |VILLAHERM      |1|2680.43|2680.43|4564.66|24/06/24|27/09/24|03/09/17|Rapido    |
22401ZE01B          |BUJIA                         |REFACCI                       |VILLAHERM      |6|712.05|4272.30|1189.92|17/06/24|05/06/24|03/03/05|Rapido    |
25320AX00C          |INTERRUPTOR LUZ               |REFACCI                       |VILLAHERM      |1|649.52|649.52|1181.03|19/10/24|15/12/21|03/09/08|Obsoleto  |
638106KG0A          |SOBRE ESTRIBO D               |REFACCI                       |VILLAHERM      |1|1459.57|1459.57|2599.14|19/02/24|11/04/24|03/01/20|Obsoleto  |
272261HK0A          |CNTRL/AMPL-VENT               |REFACCI                       |VILLAHERM      |3|942.84|2828.52|1560.34|30/09/24|25/09/24|03/07/10|Rapido    |
555019LA2A          |BRAZO SUSP/TRAS               |REFACCI                       |VILLAHERM      |1|3816.11|3816.11|5849.14|16/08/24|18/10/23|03/02/20|Obsoleto  |
255546CA0A          |CAB/ESPIRL-BOL/               |REFACCI                       |VILLAHERM      |1|843.36|843.36|1758.62|11/08/23|//|03/06/18|Obsoleto  |
119203ZZ0B          |BANDA COMPRESOR               |REFACCI                       |VILLAHERM      |1|346.89|346.89|487.07|01/03/24|04/03/24|03/05/15|Lento     |
284F15EA0B          |CAMARA VISTA DE               |REFACCI                       |VILLAHERM      |2|1839.58|3679.16|2818.97|24/10/24|09/10/24|10/04/23|Rapido    |
92527ZS11A          |CLIP                          |REFACCI                       |VILLAHERM      |1|29.90|29.90|146.56|09/08/21|//|03/05/07|Obsoleto  |
489355V11A          |TORN AISL TERM                |REFACCI                       |VILLAHERM      |1|23.46|23.46|41.98|12/01/24|28/10/24|03/10/19|Rapido    |
NIMEX4B1EK          |KIT FAROS DE NI               |ACCESOR                       |VILLAHERM      |1|2330.38|2330.38|4883.62|07/06/21|07/06/21|03/09/14|Obsoleto  |
540509VC0A          |EXTREMO PARACHO               |REFACCI                       |VILLAHERM      |2|69.33|138.66|127.59|23/10/24|11/10/24|19/06/23|Rapido    |
NIMEXU03Q1DD        |LIMPIADR SIST F               |ACCESOR                       |VILLAHERM      |210|153.92|32323.20|196.55|09/10/24|31/10/24|03/10/12|Rapido    |
92527ZS13A          |CLIP                          |REFACCI                       |VILLAHERM      |1|29.90|29.90|69.40|10/07/21|//|03/05/07|Obsoleto  |
938823SH0A          |DEFLECTOR TRAS                |REFACCI                       |VILLAHERM      |1|28.40|28.40|81.64|20/05/21|//|03/04/12|Obsoleto  |
CT2055017PDD        |LLACONT 205/50R               |REFACCI                       |VILLAHERM      |5|2750.15|13750.75|3534.48|02/10/24|25/09/24|03/05/17|Rapido    |
254014BA2A          |INTERRUP/PRINC/               |REFACCI                       |VILLAHERM      |1|932.78|932.78|1737.07|19/08/24|26/08/24|03/01/14|Medio     |
805994AF0A          |PIJA                          |REFACCI                       |VILLAHERM      |5|10.04|50.20|17.07|25/09/24|30/10/24|03/04/16|Rapido    |
NIMEXU03Q2DD        |LIMP CUE DE ACE               |ACCESOR                       |VILLAHERM      |39|129.96|5068.44|171.55|29/10/24|31/10/24|03/10/12|Rapido    |
110444JM1A          |EMPAQUE CAB/CIL               |REFACCI                       |VILLAHERM      |2|560.90|1121.80|1017.24|21/10/24|11/07/24|03/09/18|Rapido    |
16563EL00A          |CAJA                          |REFACCI                       |VILLAHERM      |1|656.52|656.52|1327.59|22/05/23|//|03/01/06|Obsoleto  |
4322241B0A          |TORNILLO MAZA                 |REFACCI                       |VILLAHERM      |7|22.74|159.18|45.00|10/07/24|15/06/24|03/05/15|Medio     |
NIMEXU03Q3DD        |LIMPIADOR INT M               |ACCESOR                       |VILLAHERM      |21|133.87|2811.27|175.00|29/10/24|30/10/24|03/10/12|Rapido    |
117204JM0A          |BANDA VENT/ALTE               |REFACCI                       |VILLAHERM      |2|654.10|1308.20|896.55|25/10/24|28/10/24|03/06/14|Rapido    |
543213SH0C          |AISLAD/MONTA/AM               |REFACCI                       |VILLAHERM      |2|1023.75|2047.50|1879.31|31/10/24|25/10/24|03/06/12|Rapido    |
3N3W66KH0A          |SENSORES REVERS               |ACCESOR                       |VILLAHERM      |3|1620.23|4860.69|2668.10|22/09/23|//|03/04/20|Obsoleto  |
166005RB0A          |INYECTOR COMBUS               |REFACCI                       |VILLAHERM      |7|565.46|3958.22|1081.90|28/06/24|24/06/24|03/10/15|Rapido    |
278915RB0C          |FILTRO CAJA DE                |REFACCI                       |VILLAHERM      |35|260.94|9132.90|497.81|23/10/24|31/10/24|03/02/21|Rapido    |
14069ZN50A          |TORNILLO                      |REFACCI                       |VILLAHERM      |5|16.82|84.10|31.98|21/03/23|30/11/16|03/01/10|Obsoleto  |
E43035EF0D          |AMORTIGUADOR DE               |REFACCI                       |VILLAHERM      |1|1233.91|1233.91|2008.62|31/10/24|25/10/24|03/04/19|Rapido    |
260101HL0A          |FARO DERECHO                  |REFACCI                       |VILLAHERM      |1|1936.16|1936.16|3521.55|25/10/24|29/10/24|03/07/10|Medio     |
CT18565R15DD        |LLA ALMERA 1856               |REFACCI                       |VILLAHERM      |4|1504.22|6016.88|1762.93|16/04/24|13/01/24|03/12/16|Lento     |
272771KK0C          |FILTRO AIRE ACO               |REFACCI                       |VILLAHERM      |21|198.22|4162.62|309.48|24/10/24|31/10/24|03/01/21|Rapido    |
14010EA21A          |COLECTOR MULT/A               |REFACCI                       |VILLAHERM      |1|3637.91|3637.91|6038.79|29/07/24|29/07/24|03/06/18|Medio     |
44140N9500          |PERNO DESLIZADO               |REFACCI                       |VILLAHERM      |2|245.69|491.38|693.97|19/01/22|26/06/24|03/10/90|Rapido    |
552403SH0A          |GOMA TOPE SUSP/               |REFACCI                       |VILLAHERM      |2|406.50|813.00|806.03|11/01/24|12/12/23|03/04/12|Rapido    |
130289E010          |CADENA DISTRIBU               |REFACCI                       |VILLAHERM      |1|925.32|925.32|1461.21|25/09/24|04/02/21|03/08/97|Obsoleto  |
545254KH0A          |HORQ/DEL-SUSP/S               |REFACCI                       |VILLAHERM      |2|904.71|1809.42|1637.93|25/10/24|28/10/24|03/04/14|Rapido    |
3220300Q0R          |BALR/FLECHA DE                |REFACCI                       |VILLAHERM      |2|1166.41|2332.82|1879.31|28/02/24|11/04/24|03/04/15|Obsoleto  |
3N3D15RB00          |CALCOMANIAS LAT               |ACCESOR                       |VILLAHERM      |1|2550.65|2550.65|5965.52|22/02/20|07/10/20|03/07/16|Obsoleto  |
E43025RB0B          |AMORTIGUADOR DE               |REFACCI                       |VILLAHERM      |3|1273.59|3820.77|2357.76|21/05/24|15/05/24|03/01/16|Rapido    |
871516LB0A          |ESTRUCT ASTO DE               |REFACCI                       |VILLAHERM      |2|13237.88|26475.76|20112.07|07/08/24|01/08/24|03/11/19|Rapido    |
995017S200          |KIT DE HERRAMIE               |REFACCI                       |VILLAHERM      |1|577.30|577.30|1047.41|25/10/24|30/08/24|03/07/04|Medio     |
1654630P0J          |CARTUCHO FILTRO               |REFACCI                       |VILLAHERM      |19|204.97|3894.43|341.06|19/10/24|31/10/24|03/10/12|Rapido    |
3220300QAH          |BALERO ENGRANE                |REFACCI                       |VILLAHERM      |1|1610.31|1610.31|2737.07|29/09/23|26/10/24|03/05/05|Medio     |
3N3E15E40A          |TAPETES USO RUD               |ACCESOR                       |VILLAHERM      |5|1188.87|5944.35|2349.14|03/10/24|30/09/24|03/04/22|Medio     |
403155EF0B          |CUBRTA DISC                   |ACCESOR                       |VILLAHERM      |2|186.90|373.80|294.83|24/10/24|29/10/24|03/10/18|Rapido    |
H08007LF0A          |DEFLECTORES DE                |ACCESOR                       |VILLAHERM      |1|1458.27|1458.27|2083.23|31/10/24|//|30/10/24|Nuevo     |
173424KH0A          |PROTEC/TANQUE C               |REFACCI                       |VILLAHERM      |2|385.22|770.44|775.86|22/09/23|10/07/24|03/06/14|Rapido    |
545014CA2A          |BRAZ SUSP INF D               |REFACCI                       |VILLAHERM      |2|2757.83|5515.66|4788.79|22/08/24|17/08/24|03/08/21|Rapido    |
22693ZX70A          |SENSOR DE AIRE                |REFACCI                       |VILLAHERM      |2|2157.99|4315.98|3909.48|09/10/24|03/07/24|03/01/10|Lento     |
442004KH0A          |AJUSTDOR-FRENO                |REFACCI                       |VILLAHERM      |1|178.43|178.43|413.79|26/05/23|31/05/23|03/06/14|Obsoleto  |
410011HL0A          |CALIPER DEL/DER               |REFACCI                       |VILLAHERM      |1|1080.71|1080.71|1982.76|21/05/24|14/05/24|03/07/10|Rapido    |
15208BN30A          |FILTRO ACEITE                 |REFACCI                       |VILLAHERM      |20|164.04|3280.80|270.76|21/10/24|25/10/24|03/02/07|Rapido    |
NIMEXU03Q9DD        |LIMP INYECTORES               |ACCESOR                       |VILLAHERM      |45|166.47|7491.15|205.17|29/10/24|26/10/24|03/10/12|Rapido    |
253203JA0A          |INTERRUPT/LAMP-               |REFACCI                       |VILLAHERM      |1|410.04|410.04|741.38|23/10/24|14/09/24|03/01/12|Medio     |
117203TS0A          |BAND VENT/ALTER               |REFACCI                       |VILLAHERM      |1|653.54|653.54|1090.52|17/04/24|28/09/24|03/01/14|Rapido    |
54325JE20C          |COJINETE MONTAJ               |REFACCI                       |VILLAHERM      |2|334.66|669.32|706.90|20/01/23|12/04/24|03/06/08|Lento     |
769E85EF0A          |VISTA ESTRIB-TR               |REFACCI                       |VILLAHERM      |1|170.03|170.03|316.38|15/03/22|27/04/22|03/10/18|Obsoleto  |
92500JK20A          |CONECTOR MANG C               |REFACCI                       |VILLAHERM      |1|281.88|281.88|551.72|14/03/24|//|03/02/09|Obsoleto  |
315263JX1C          |SELLO O-RING                  |REFACCI                       |VILLAHERM      |1|26.00|26.00|50.69|27/01/24|//|03/08/15|Obsoleto  |
NMEXEXPRESSS        |NMEX/EXPRESSSER               |REFACCI                       |VILLAHERM      |17|0.01|0.17|1.00|20/12/17|31/10/24|03/11/13|Rapido    |
315263JX3A          |SELLO O-RING                  |REFACCI                       |VILLAHERM      |2|41.64|83.28|77.24|25/09/24|29/08/24|03/06/16|Rapido    |
16546G03S0          |FILTRO AIRE                   |REFACCI                       |VILLAHERM      |5|161.41|807.05|257.17|06/09/24|10/10/24|03/03/97|Rapido    |
D40605RB0A          |JGO BALATAS FRE               |REFACCI                       |VILLAHERM      |1|952.21|952.21|1870.69|09/04/24|05/10/24|03/11/15|Rapido    |
552406LB2A          |PARACHOQUES SUS               |REFACCI                       |VILLAHERM      |2|209.86|419.72|356.89|20/02/24|06/04/24|03/03/19|Rapido    |
13028ZD00A          |CADENA DISTRIBU               |REFACCI                       |VILLAHERM      |1|2048.99|2048.99|3961.21|25/09/24|04/02/16|03/03/06|Obsoleto  |
214307999C          |TAPON RADIADOR                |REFACCI                       |VILLAHERM      |4|239.06|956.24|448.28|26/09/24|23/10/24|03/01/14|Rapido    |
DA06M1HL0PNW        |Balatas Delante               |REFACCI                       |VILLAHERM      |2|532.73|1065.46|706.90|02/08/24|25/03/24|03/06/18|Lento     |
489505JG1A          |CUBIERTA ORIFIC               |REFACCI                       |VILLAHERM      |1|442.59|442.59|1008.62|28/02/23|13/03/23|03/02/18|Obsoleto  |
26550VN20A          |CALAVERA DERECH               |REFACCI                       |VILLAHERM      |1|551.04|551.04|1379.31|01/11/19|24/01/20|03/12/09|Obsoleto  |
NIMEX2A1X2          |COLILLA DE ESCA               |ACCESOR                       |VILLAHERM      |4|533.03|2132.12|892.24|10/10/23|25/10/24|03/12/10|Rapido    |
A17205YE1A          |BANDA                         |REFACCI                       |VILLAHERM      |1|134.95|134.95|706.90|22/01/20|13/05/21|03/01/19|Obsoleto  |
A17205YE1B          |BANDA                         |REFACCI                       |VILLAHERM      |3|136.16|408.48|0.00|22/01/20|25/03/21|03/01/19|Obsoleto  |
287903XA0A          |PLUMA LIMPIADOR               |REFACCI                       |VILLAHERM      |1|247.92|247.92|581.90|10/06/22|08/06/22|03/03/12|Obsoleto  |
B4A678H91D          |KIT DE ARNES                  |REFACCI                       |VILLAHERM      |4|300.88|1203.52|607.76|04/02/20|24/02/20|03/05/18|Obsoleto  |
16400F4000          |FILTRO GASOLINA               |REFACCI                       |VILLAHERM      |1|193.14|193.14|336.21|15/06/23|10/10/24|03/04/05|Rapido    |
4641100Q0M          |TUBO EMSAMBLE E               |REFACCI                       |VILLAHERM      |1|260.23|260.23|409.48|29/07/24|11/10/24|03/02/19|Medio     |
HA23540R19DD        |LLANNVALTIM 235               |REFACCI                       |VILLAHERM      |1|4492.43|4492.43|4573.28|01/03/23|01/03/23|03/06/19|Obsoleto  |
656019HP1D          |CHAPA MACHO COF               |REFACCI                       |VILLAHERM      |2|511.68|1023.36|1021.55|21/03/24|30/09/23|03/01/16|Obsoleto  |
237311VA0A          |SENSOR DE IGUEN               |REFACCI                       |VILLAHERM      |2|1058.94|2117.88|1896.55|30/08/24|23/08/24|03/04/10|Rapido    |
01125E6091          |TORN/CAMARA ACE               |REFACCI                       |VILLAHERM      |2|17.36|34.72|31.98|23/10/24|10/10/24|03/01/06|Rapido    |
256413TA1D          |SUMBADOR                      |REFACCI                       |VILLAHERM      |1|765.39|765.39|1840.52|31/12/22|21/10/19|03/06/12|Obsoleto  |
620755R00A          |MOLD IZQ DEFENS               |REFACCI                       |VILLAHERM      |1|718.34|718.34|1159.48|17/06/24|24/06/24|03/04/20|Lento     |
16400F4202          |FILTRO GAS. GA1               |REFACCI                       |VILLAHERM      |6|101.78|610.68|184.18|24/05/23|02/10/24|03/05/03|Rapido    |
999MPMTK00P         |ACEITE TRANS/MA               |ACCESOR                       |VILLAHERM      |47|535.09|25149.23|702.59|03/06/24|29/10/24|03/10/05|Rapido    |
34935JG300          |ARNES MANDO                   |REFACCI                       |VILLAHERM      |1|1606.22|1606.22|3000.00|15/04/24|//|03/07/07|Obsoleto  |
BR20560R16          |LLANTA 205 60 R               |ACCESOR                       |VILLAHERM      |8|2776.17|22209.36|3262.93|25/10/24|19/07/24|03/02/20|Rapido    |
806109DL0A          |SOPORT MANIJ EX               |REFACCI                       |VILLAHERM      |3|406.06|1218.18|702.59|25/09/24|//|03/04/21|Obsoleto  |
B61651HA0C          |LUZ ESPEJO PTA                |ACCESOR                       |VILLAHERM      |2|2294.77|4589.54|3991.38|31/03/23|05/09/19|03/03/11|Obsoleto  |
54618CY00A          |VAR/CONECC-ESTA               |REFACCI                       |VILLAHERM      |1|325.42|325.42|745.69|10/02/23|28/08/23|03/05/11|Obsoleto  |
